Price,Close,High,Low,Open,Volume
Ticker,RTX,RTX,RTX,RTX,RTX
Date,,,,,
2018-01-02,66.64505767822266,67.01946361668271,66.13023848050479,66.50985168121721,4918591
2018-01-03,67.6226806640625,67.70588338523645,67.24827472297139,67.33667209805103,7958983
2018-01-04,67.83588409423828,68.05429279942389,67.70587906267997,68.02828801059749,5820666
2018-01-05,68.4183120727539,68.82911844395124,67.84109394382996,68.17390485089905,5835444
2018-01-08,69.06832122802734,70.61276624967503,68.7459122540936,70.30075919211122,10526807
2018-01-09,69.82234191894531,69.92114120513415,69.17752401513351,69.32832657542723,6724489
2018-01-10,70.14996337890625,70.45676950783907,69.5519413887138,69.7443516433249,5216528
2018-01-11,70.19674682617188,70.85716123042575,70.07194276384715,70.07194276384715,7633874
2018-01-12,71.02357482910156,71.02357482910156,70.32155268567261,70.5191575644041,8285523
2018-01-16,69.66637420654297,71.62162645002672,69.61437090571049,71.62162645002672,8288065
2018-01-17,69.90033721923828,70.17594382940295,69.13591626855143,70.02514128304335,6219028
2018-01-18,69.9991455078125,70.54516414527659,69.86914677411339,69.96794606389237,5098465
2018-01-19,70.66998291015625,70.66998291015625,69.93676115261862,70.23317169193186,5140892
2018-01-22,70.31116485595703,70.44636455920502,69.47393662738993,70.1863607654413,6520938
2018-01-23,70.73756408691406,70.97156935942262,69.94194363870851,70.6283628872483,9101156
2018-01-24,70.55557250976562,71.95961065640915,69.69234578780369,70.21235968270159,8806238
2018-01-25,71.63199615478516,71.91280376627705,70.72716812653809,71.15358365403539,7217874
2018-01-26,71.75160217285156,72.02200787891849,71.07558475558827,71.85040146936802,5090520
2018-01-29,71.07036590576172,72.4068038329218,70.98716320111882,71.78798450516399,5530356
2018-01-30,70.98197174072266,71.26277933041406,70.36315233017308,70.72196167787926,5675590
2018-01-31,71.7672119140625,71.92841011809652,71.00798539438216,71.3043959206736,9389719
2018-02-01,71.92841339111328,72.2820281768825,70.99239205238634,71.23679930528314,6674277
2018-02-02,69.9991455078125,71.7307934477736,69.8899443019963,71.47078967618386,7443988
2018-02-05,66.1666259765625,69.75472526556814,65.46981120778464,69.4115188382255,10984757
2018-02-06,67.50308227539062,67.50308227539062,64.09178938054927,64.56500095029966,13781079
2018-02-07,68.62630462646484,69.33872867980942,67.11306545319682,67.28467184527608,12563270
2018-02-08,66.29145050048828,68.82912115859249,66.23425256369991,68.56391639668207,11691068
2018-02-09,65.01741027832031,67.62268050655614,63.5509670491889,67.15987088727172,19253277
2018-02-12,66.23943328857422,66.83224783094414,63.961767129473884,63.99816752472718,15172249
2018-02-13,65.40222930908203,66.02104886407706,64.9862219372955,65.70904175918898,8052258
2018-02-14,65.8858413696289,65.9378446540113,64.45580463474988,64.99142144256861,11043073
2018-02-15,67.9774398803711,67.9983529475393,66.82182017574483,66.92640452922801,7240596
2018-02-16,67.59049224853516,68.50557687371696,67.41270897895832,67.94607146611773,7602888
