Price,Close,High,Low,Open,Volume
Ticker,HON,HON,HON,HON,HON
Date,,,,,
2018-01-02,117.0869140625,117.3078251695482,116.32518312602377,117.17070305015785,3169995
2018-01-03,116.11953735351562,117.00315628368196,115.63202479206483,116.46994062586353,7015701
2018-01-04,117.688720703125,117.688720703125,116.32521920192978,116.40139103251462,4977610
2018-01-05,118.51139068603516,119.02175476820162,117.6963264442876,118.05434688009454,2744244
2018-01-08,117.87150573730469,118.93793673527739,117.48301666703864,118.8312962088519,3033060
2018-01-09,118.83895874023438,119.41787754289956,117.92487100260986,118.07721466992602,3754711
2018-01-10,119.66162872314453,119.68448027103545,118.08482045122109,118.96082218743133,2836236
2018-01-11,120.29391479492188,120.35485227979679,119.60073803760211,119.68452707930513,2578638
2018-01-12,121.1698989868164,121.48983360204905,120.20249082349928,120.79664408018928,2594357
2018-01-16,120.27104949951172,121.76405630900351,119.80638836355122,121.2232233256505,3788585
2018-01-17,120.66715240478516,121.07849323540788,119.93587695770796,120.11870225291013,3501541
2018-01-18,120.187255859375,121.61170795159971,120.17963867492779,121.0404062511935,2939961
2018-01-19,120.88043212890625,120.88804931332939,120.05014615991902,120.6671509650585,4168395
2018-01-22,120.7661361694336,121.09368786290347,120.36241265582223,120.88801108165995,3619104
2018-01-23,121.56596374511719,122.13726525237412,120.93371191602344,121.10891996593939,4319943
2018-01-24,121.85546112060547,122.35059098981301,121.21560474302115,122.05352078840806,2938854
2018-01-25,123.27989959716797,123.31799838307136,121.62693211028854,122.33534307127556,4519977
2018-01-26,125.67937469482422,125.76316370670736,122.64002865029471,123.94260552652165,5556901
2018-01-29,122.99806213378906,125.78602857093638,122.94474184785538,125.5727345603373,4062456
2018-01-30,121.09373474121094,122.64006188928806,120.3624592510353,122.1449319998302,4304224
2018-01-31,121.62689971923828,122.28199021911061,121.34505112654678,121.87064953617269,3641908
2018-02-01,121.6116714477539,122.49529031212778,120.67473230825459,121.11654174044152,3048115
2018-02-02,119.32646179199219,121.50504039456555,119.12841504033223,120.88040567483554,4659016
2018-02-05,114.39041137695312,119.98919635543659,111.96808238521206,118.41240057218411,6389805
2018-02-06,115.32730865478516,116.119521282574,112.12039796898306,112.49363987099538,5888336
2018-02-07,115.16735076904297,117.71156671394623,115.03024149542847,115.31969440639241,3511282
2018-02-08,111.22919464111328,115.39591004191395,111.00066625693495,115.39591004191395,3722386
2018-02-09,112.6612548828125,113.73530346274364,109.57620557567074,111.99091701812107,5984312
2018-02-12,113.8571548461914,114.74077366070048,112.03659694505679,113.52961603176173,3825337
2018-02-13,113.11827850341797,113.84192365488067,112.81357835882972,113.39249705337215,3116527
2018-02-14,114.55034637451172,114.84741646787113,112.01374760696751,112.59267916364688,3277042
2018-02-15,116.86605834960938,117.20121442220338,114.86267476319358,115.4644579908971,4024264
2018-02-16,117.33071899414062,118.09245020512213,116.38616251370696,116.61467801694225,3100808
2018-02-20,117.56684112548828,118.3133507694286,116.2109439941017,116.47755825746974,4111163
2018-02-21,117.34597778320312,119.4864582431085,117.33074341315017,118.05438885753173,4488760
2018-02-22,117.34976959228516,118.49027109668468,116.95173831677288,117.88557644914744,2462403
2018-02-23,118.73522186279297,118.85003485060653,117.58705319648577,117.75544557861232,3504197
2018-02-26,119.79154205322266,119.95993445621527,118.72756944613838,119.08732978192383,3213500
2018-02-27,117.81666564941406,120.12829818568976,117.75543206294172,119.89101803810948,3429696
2018-02-28,115.66580963134766,118.62806260440935,115.56630503145816,118.18410607551048,3906591
2018-03-01,112.68055725097656,115.92601456358848,112.23660086709697,115.8341641936936,5121298
2018-03-02,113.3924331665039,113.88996903207034,111.853900375696,111.99933015703981,3768105
2018-03-05,113.67565155029297,114.03539890443058,112.15241422691525,112.95613098323723,3763788
2018-03-06,114.30331420898438,114.75492490217482,113.53021421217285,114.32627680714367,3080660
2018-03-07,115.12999725341797,115.84185074832712,112.70355132399744,112.95613991176187,4411270
2018-03-08,115.75764465332031,116.2781431129881,114.94627370322485,115.85714923999103,2420226
2018-03-09,118.03866577148438,118.23767495355368,116.0408680339182,116.35469020564285,3193242
2018-03-12,116.52305603027344,118.22998068617966,116.29341719939644,118.19936389931424,2673618
2018-03-13,115.96430206298828,117.58703076942618,115.64281282903656,116.83689353333486,2087685
2018-03-14,115.13764190673828,116.83691287170973,114.88504041052633,116.80629607573132,2245432
2018-03-15,115.63518524169922,116.07148754197001,114.90801043145089,115.33665853223256,2045508
2018-03-16,116.17864227294922,116.68383235095948,115.80357358170463,115.80357358170463,4792409
2018-03-19,114.9692153930664,115.926015949687,114.26501628606468,115.63515644154212,2405946
2018-03-20,115.1835708618164,116.27049301332124,114.93862355660075,115.45912203461957,3012248
2018-03-21,115.85713958740234,116.93642034108161,114.86206794481875,115.40552895613233,2866789
2018-03-22,112.42796325683594,115.03046815269462,112.06054882351413,114.50995683001209,2855387
2018-03-23,109.67239379882812,113.38478391987508,109.53461821048468,112.51217933491833,4001239
2018-03-26,112.47389221191406,112.76476467499197,110.47609474981043,111.34104501140023,2485761
2018-03-27,110.48373413085938,113.4000608512229,109.89434801488136,112.96375867981392,3410324
2018-03-28,109.65708923339844,111.02722975354875,109.06770293326865,110.14697093846846,5559558
2018-03-29,110.61388397216797,111.64722672291916,109.9096847163978,110.2311610827885,2848523
2018-04-02,109.02176666259766,110.71338339497572,107.29186600661681,110.10103455818009,4529940
2018-04-03,110.42251586914062,110.48374945546162,108.40940353658736,109.45806102580693,3548699
2018-04-04,110.86646270751953,111.04250925296137,108.34816057630508,108.55483037695248,3065273
2018-04-05,112.06057739257812,112.4739171192697,111.203281139395,111.61662086608658,2479229
2018-04-06,109.25904846191406,111.69314837723071,108.29459353453595,111.11907052605615,3174755
2018-04-09,109.32794189453125,111.22623505142272,109.18251210684078,109.70301059217643,2161300
2018-04-10,111.47117614746094,112.57340665151868,110.68276779935027,111.00425708361298,3188593
2018-04-11,110.43785858154297,111.54008933658973,110.1852570300902,110.59859679558099,2162075
2018-04-12,112.1141357421875,112.64228836896547,111.06548468714443,111.06548468714443,2576645
2018-04-13,111.84625244140625,112.80305323104095,111.27982875295044,112.67293184044497,1758464
2018-04-16,112.3284912109375,113.38479669940773,112.09119807487671,112.81837295409704,2840332
