Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2018-01-02,23.830415725708008,23.882732569577584,23.699622301342302,23.791177435459943,17059833
2018-01-03,24.00698471069336,24.046220368278693,23.69308104432759,23.83695301029038,14183151
2018-01-04,24.05929946899414,24.14431268245845,23.935045342572344,24.006982634022613,13046517
2018-01-05,24.10508155822754,24.118160112082446,23.941589117506926,24.078921821134156,13167517
2018-01-08,23.836959838867188,24.065847720601006,23.758485871832775,24.013530866116714,19964341
2018-01-09,23.8107967376709,23.96120798515636,23.77809772582331,23.830414567149415,16876226
2018-01-10,23.850032806396484,23.941587937636022,23.745399121946566,23.765016951762135,18755825
2018-01-11,23.908891677856445,24.000444180184484,23.817336546144954,23.96120852035109,15102555
2018-01-12,23.89581298828125,24.065844716166094,23.84349614032831,23.954671742939063,20240700
2018-01-16,23.93505096435547,24.183556646184154,23.850035101539852,23.91543313265203,30536699
2018-01-17,24.314348220825195,24.438599737551897,24.04622209840065,24.078921111457753,25332363
2018-01-18,24.190095901489258,24.30781077975425,24.000446344326505,24.30781077975425,19946528
2018-01-19,24.157398223876953,24.37974415529571,23.869654264901524,24.320888034001545,31133684
2018-01-22,24.150861740112305,24.242414256389566,24.02006829925588,24.12470200018748,21380495
2018-01-23,24.078922271728516,24.248953992558427,23.895811996798958,24.078922271728516,18527212
2018-01-24,24.150861740112305,24.242414256389566,24.02006829925588,24.190097405923765,18673191
2018-01-25,24.3470458984375,24.41898056795729,24.131236631111445,24.17701419512707,18988232
2018-01-26,25.511106491088867,25.5634233443849,24.39282684975318,24.39282684975318,51441419
2018-01-29,25.51763916015625,25.785762635182987,25.35414673523875,25.504560607565512,36779014
2018-01-30,24.719799041748047,25.341064378528905,24.42551587633336,24.98792510590787,48483684
2018-01-31,24.22279167175293,24.84405710721888,24.08545898020151,24.798279543368405,35859926
2018-02-01,24.308595657348633,24.684808830232267,24.16339080586222,24.16339080586222,29697926
2018-02-02,24.163394927978516,24.585809837202806,24.097393676495468,24.15679506820455,25588907
2018-02-05,22.882953643798828,24.222796858805747,22.44073914541043,24.077594633060002,42463657
2018-02-06,23.285564422607422,23.417569571448066,22.44073730826237,22.5463403658376,56035067
2018-02-07,23.08755111694336,23.52976544679028,23.080951259537912,23.18655428550995,30955980
2018-02-08,22.1965274810791,23.212961473633047,22.17672657763713,23.100758565581035,45850792
2018-02-09,22.546337127685547,22.724543920338824,21.912716219492914,22.566139356726374,49851776
2018-02-12,22.8763484954834,23.01495348300999,22.46053618664645,22.73774350795681,38743670
2018-02-13,23.061161041259766,23.120562435745292,22.711349880685553,22.81695294949171,21559570
2018-02-14,23.226167678833008,23.32517089682475,22.810355224765186,22.902755928312896,24494749
2018-02-15,23.569368362426758,23.582568077863474,23.153553442487187,23.34496258503235,22588379
2018-02-16,23.932390213012695,24.196397883632475,23.549577100306397,23.602378634430355,27659595
2018-02-20,23.767379760742188,24.084191574760126,23.681576284680755,23.773979619863358,27202370
2018-02-21,23.602375030517578,24.150192521995514,23.582572799655075,23.740980031582787,25872327
2018-02-22,23.589168548583984,23.85977864452424,23.503367742273095,23.674972008637493,23983454
2018-02-23,23.932390213012695,23.958789653202928,23.64858030850675,23.714581562725826,17940029
2018-02-26,24.480205535888672,24.559406502916147,23.899386060218742,23.952187589484804,25407302
2018-02-27,24.28879737854004,24.5792070970221,24.249195570793745,24.46700153278376,23543093
2018-02-28,23.965383529663086,24.605604293093673,23.965383529663086,24.440599871871935,28360927
2018-03-01,23.51656723022461,23.938982014767312,23.232757421254167,23.839978839893213,30282896
2018-03-02,23.7277774810791,23.806981096446517,23.364766660421743,23.463769852759484,22271336
2018-03-05,23.839982986450195,23.945586037518066,23.60897465364982,23.641976602262172,22319609
2018-03-06,23.681570053100586,23.91917818765394,23.595769253359933,23.91917818765394,18003479
2018-03-07,23.71457290649414,23.813576078556615,23.463765047518713,23.496766989453707,23440328
2018-03-08,24.09079360961914,24.09079360961914,23.714580375790206,23.75418218783694,21646630
2018-03-09,24.26899528503418,24.367998478088236,24.11059070689631,24.163392232942268,19300743
2018-03-12,24.163394927978516,24.42080272788012,24.0907938167215,24.368001195945006,26571656
2018-03-13,24.255788803100586,24.394393765474135,24.04458275781271,24.288790742830194,29560695
2018-03-14,23.991785049438477,24.414197206970957,23.879582151811757,24.31519402583144,23378458
2018-03-15,24.14358901977539,24.295393716013432,23.99178432353735,23.99178432353735,20508310
2018-03-16,24.275602340698242,24.44720666902549,24.169996615100427,24.183198989389886,34125253
2018-03-19,23.978588104248047,24.28879740000588,23.813581014116508,24.28879740000588,20003761
2018-03-20,23.978588104248047,24.12379030987434,23.83998310388506,24.004987540273532,20295824
2018-03-21,23.938987731933594,24.242597186890556,23.892786062375514,24.084192600009953,19071392
2018-03-22,23.49677085876465,23.853181806132717,23.410967387849553,23.780578052668268,22094686
2018-03-23,22.76414680480957,23.43076703679587,22.73114485733751,23.424167178050048,29385731
2018-03-26,23.12715721130371,23.19976096373564,22.651940852409194,23.054553458871784,24926468
2018-03-27,23.107358932495117,23.470369753802903,22.95555156047839,23.219561843014112,28835227
2018-03-28,23.298768997192383,23.63537777987426,23.17996355588395,23.219565369653427,26349684
2018-03-29,23.424165725708008,23.54297113699549,23.14695840685614,23.443967954460653,24804731
2018-04-02,23.133766174316406,23.589180482803645,22.94235958370352,23.377974308504164,28323299
2018-04-03,23.54957389831543,23.589173053216562,23.04795806546986,23.173360696809688,21347927
2018-04-04,23.846590042114258,23.91259130551451,23.25917057124605,23.311972112715022,22010682
2018-04-05,23.58258056640625,23.760787434144518,23.45057803464986,23.542981399125704,25781789
2018-04-06,23.212963104248047,23.674977140367325,23.028156428303056,23.47037088646103,22288200
2018-04-09,23.40437126159668,23.714580593615974,23.245966665698106,23.298768197664295,20457297
2018-04-10,23.7277774810791,23.826780673416838,23.575972763077438,23.7607794297727,20667254
2018-04-11,23.622177124023438,23.806983811797174,23.490171967936,23.58257531182287,13879915
2018-04-12,23.971982955932617,24.0907883662146,23.74097730113496,23.780576450819517,23817976
2018-04-13,23.971982955932617,24.0907883662146,23.846580341112652,24.031386987944995,17774340
2018-04-16,24.1105899810791,24.242595119091696,24.018186649844587,24.090790404561563,15932369
2018-04-17,23.978588104248047,24.275597681993137,23.938986296466755,24.25579545123096,17675580
2018-04-18,24.084192276000977,24.150193522877494,23.945587269191417,24.011588516067935,14652497
2018-04-19,24.1105899810791,24.216193029991977,23.938985690031434,24.018186649844587,16636652
2018-04-20,24.176593780517578,24.282196829009205,24.070988078282962,24.09079030846451,22371993
2018-04-23,24.28879737854004,24.348198763287947,24.156792237300085,24.202993904046917,25381058
2018-04-24,24.46040153503418,24.59900653448845,24.268995010132052,24.361398343101566,27106350
2018-04-25,24.2095890045166,24.447197150548078,24.097386116075434,24.367993550623403,27730213
2018-04-26,24.321800231933594,24.486807346060598,24.255798978528862,24.288800932102955,20405651
2018-04-27,24.420795440673828,24.493399184009142,24.22278909156673,24.27559326148837,14425149
2018-04-30,24.163394927978516,24.53960816504166,24.024789911495077,24.506606212428448,28295789
2018-05-01,23.364765167236328,23.793779857863598,22.86314937861457,23.483567928951995,51278154
2018-05-02,23.028160095214844,23.34497196924599,22.929156882157038,23.21296680058771,29550260
2018-05-03,22.942354202270508,23.021557825926532,22.717948358150664,22.981956014098518,23517902
2018-05-04,22.99515151977539,23.094154704332183,22.684942249162205,22.810347521347474,19795912
2018-05-07,23.054548263549805,23.186553367660586,22.90934609889296,22.962147609788808,21580018
2018-05-08,23.08755111694336,23.16015485588815,22.909347005768957,23.041349461362792,28269650
2018-05-09,23.212963104248047,23.371367689168096,23.014956709662183,23.113959906955117,20430209
2018-05-10,23.352922439575195,23.53286887632789,23.252952792412255,23.326265296144285,30906653
2018-05-11,23.65949249267578,23.699480882105664,23.372914840999265,23.412900550780996,21619964
2018-05-14,23.899423599243164,23.939411994444963,23.65283162175536,23.666160193606448,21485052
2018-05-15,23.786121368408203,23.846102611272627,23.646163348625823,23.666156203031267,19345643
2018-05-16,23.779455184936523,23.91274622962638,23.706142698674014,23.81277660628505,21870711
2018-05-17,23.799449920654297,23.846102593881067,23.619503512544178,23.746132962630575,13021432
2018-05-18,23.752798080444336,23.826110575078097,23.612840055855667,23.73280522535232,15734639
2018-05-21,23.859437942504883,23.90609062898678,23.67282987622614,23.799456682642113,17802903
2018-05-22,23.80611801147461,24.05270998662646,23.78612515388737,23.859434978022428,14477322
2018-05-23,23.97273063659668,24.01271634303096,23.74613156856278,23.779455670239276,20358642
2018-05-24,23.919410705566406,24.052704430972245,23.839436614041222,23.966063375476054,17523066
2018-05-25,23.779455184936523,23.939406046353074,23.686149845864897,23.872760524008147,15005376
2018-05-29,23.792787551879883,23.812780407880762,23.539531310960566,23.572855417277,28179639
2018-05-30,24.02604866027832,24.159339713617836,23.926079030449657,23.95940045396051,29093773
2018-05-31,23.94607162475586,24.126018028354363,23.919411806588368,23.959400194015593,30926468
2018-06-01,24.159332275390625,24.179327802988922,24.066026958991174,24.165999237688208,22345011
2018-06-04,24.29263687133789,24.365949372693336,24.146014548275428,24.265979728771132,19015319
2018-06-05,24.285968780517578,24.419262511411908,24.219320575246407,24.332621452348192,21476093
2018-06-06,24.245981216430664,24.37261066702652,24.119351765834804,24.259309786078198,19368093
2018-06-07,24.319293975830078,24.385939504447652,24.239317197770482,24.319293975830075,17083337
2018-06-08,24.439258575439453,24.465918396979443,24.29263625609042,24.345953219522038,16453783
2018-06-11,24.192665100097656,24.525898110419185,24.17933652998629,24.525898110419185,19505640
2018-06-12,24.192665100097656,24.259310630302686,24.092695464966017,24.252646345247,16371887
2018-06-13,24.139345169067383,24.33262013048777,24.126016600596422,24.239314791895318,16029232
2018-06-14,24.099363327026367,24.252649945003594,24.026053500884473,24.139351722944035,19959387
2018-06-15,24.23265266418457,24.252645518670228,24.01271786660185,24.119351783154883,49156979
2018-06-18,24.099363327026367,24.139351722944035,23.81278294920645,24.07937046889183,24143451
2018-06-19,24.139345169067383,24.232650507659837,23.906081822586252,23.919410391057212,18484630
2018-06-20,24.299301147460938,24.379277934426746,24.132685967538674,24.186002932299736,21354251
2018-06-21,24.192665100097656,24.23265349007995,24.092695464966017,24.172672244930606,16893090
2018-06-22,24.332622528076172,24.41926359097023,24.259310034966393,24.319293958291894,27018447
2018-06-25,24.245981216430664,24.299298174668895,24.086030341715972,24.205992827839967,20424517
2018-06-26,24.245981216430664,24.385939236674055,24.192664258192433,24.259309786078198,25435023
2018-06-27,24.132678985595703,24.35927535036041,24.11268613446269,24.19266021864238,29396165
2018-06-28,24.23265266418457,24.31929372625195,24.066034824878365,24.066034824878365,16506167
2018-06-29,24.179340362548828,24.37927966450362,24.179340362548828,24.292638585750247,20974705
2018-07-02,24.212656021118164,24.2393131562613,23.992721257948876,23.992721257948876,14556372
2018-07-03,24.225988388061523,24.379274978117607,24.152675895624906,24.25264552738531,9608159
